repoName,login,week,a,d,c
facebook/infer,dulmarod,2016-09-04 0:00,594,85,8
facebook/infer,dulmarod,2016-09-18 0:00,112,151,4
facebook/infer,dulmarod,2016-09-25 0:00,227,193,3
facebook/infer,dulmarod,2016-10-02 0:00,62,40,2
facebook/infer,dulmarod,2016-10-09 0:00,4,4,1
facebook/infer,jeremydubreil,2015-06-07 0:00,82,51,4
facebook/infer,jeremydubreil,2015-06-14 0:00,236,2585,6
facebook/infer,jeremydubreil,2015-06-21 0:00,887,1311,9
facebook/infer,jeremydubreil,2015-06-28 0:00,160,118,3
facebook/infer,jeremydubreil,2015-07-05 0:00,173,126,4
facebook/infer,jeremydubreil,2015-07-12 0:00,127,152,5
facebook/infer,jeremydubreil,2015-07-19 0:00,22,30,1
facebook/infer,jeremydubreil,2015-07-26 0:00,92,59,4
facebook/infer,jeremydubreil,2015-08-09 0:00,107,54,7
facebook/infer,jeremydubreil,2015-08-16 0:00,100,23,3
facebook/infer,jeremydubreil,2015-08-23 0:00,6,8,2
facebook/infer,jeremydubreil,2015-09-27 0:00,72,157,3
facebook/infer,jeremydubreil,2015-10-04 0:00,671,25,3
facebook/infer,jeremydubreil,2015-10-11 0:00,643,43,3
facebook/infer,jeremydubreil,2015-10-18 0:00,98,109,3
facebook/infer,jeremydubreil,2015-10-25 0:00,380,267,5
facebook/infer,jeremydubreil,2015-11-01 0:00,119,350,3
facebook/infer,jeremydubreil,2015-11-08 0:00,615,80,6
facebook/infer,jeremydubreil,2015-11-15 0:00,933,717,5
facebook/infer,jeremydubreil,2015-11-22 0:00,198,77,3
facebook/infer,jeremydubreil,2015-11-29 0:00,107,39,2
facebook/infer,jeremydubreil,2015-12-06 0:00,158,168,6
facebook/infer,jeremydubreil,2015-12-13 0:00,580,436,5
facebook/infer,jeremydubreil,2015-12-20 0:00,111,140,3
facebook/infer,jeremydubreil,2016-01-03 0:00,475,295,7
facebook/infer,jeremydubreil,2016-01-10 0:00,1,4,1
facebook/infer,jeremydubreil,2016-01-17 0:00,567,572,6
facebook/infer,jeremydubreil,2016-01-24 0:00,162,98,3
